0,1,15,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,247,247,1,0,1,0,0,0,0,0,1
0,2,23,9,283,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,53,255,1,0,0.02,0.05,0,0,0,0,1
0,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1,0,0,0.02,0.08,0,255,15,0.06,0.08,0,0,1,1,0,0,-1
0,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,14,0,0,1,1,0.06,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,-1
0,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,23,1,1,0,0,0.18,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,-1
0,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,19,1,1,0,0,0.07,0.07,0,255,19,0.07,0.06,0,0,1,1,0,0,-1
0,1,15,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,-1
0,2,23,9,205,248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,7,255,1,0,0.14,0.02,0,0,0,0,1
0,1,14,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,1,0,1,2,129,1,0,1,0.5,0,0,0,0,-1
0,2,23,9,233,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
13958,2,42,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.68,1,0,0,0,1,1,-1
0,2,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2,0,0,1,1,0.01,0.06,0,255,2,0.01,0.08,0,0,0,0,1,1,-1
15,2,52,9,903,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,59,0.23,0.58,0,0,0.58,0,0,0,1
0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,4,1,1,0,0,0.03,0.07,0,255,2,0.01,0.07,0,0,1,1,0,0,-1
0,2,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,17,1,1,0,0,0.09,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,-1
0,3,12,9,45,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,3,12,9,45,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1
28,2,19,9,1498,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,76,10,0.13,0.04,0.01,0,0,0,0,0,1
0,2,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,17,1,1,0,0,0.08,0.05,0,255,17,0.07,0.05,0,0,1,1,0,0,-1
0,2,52,9,796,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,152,222,0.88,0.03,0.01,0.01,0,0,0.01,0.03,1
0,2,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,15,1,1,0,0,0.12,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,-1
0,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,5,1,1,0,0,0.02,0.06,0,255,10,0.04,0.08,0,0,1,1,0,0,-1
0,2,52,9,1085,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,78,105,0.72,0.04,0.01,0.02,0,0,0,0,1
0,2,18,9,10,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,121,7,0.02,0.03,0.01,0.29,0,0,0.01,0,1
0,2,23,9,268,9518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,140,255,1,0,0.01,0.05,0,0,0,0,1
0,2,23,9,225,18273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0.29,2,255,1,0,0.5,0.01,0,0,0,0,1
0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,17,1,1,0,0,0.08,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,-1
0,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0.01,0,0.94,1,0.01,1,0,249,1,0,0.53,0,0,0,0,0.48,1,-1
0,2,52,9,1776,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,28,0.11,0.02,0,0,0,0,0.75,0,1
0,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.18,0,0.82,1,0,1,0,255,1,0,1,0,0,0.25,0,0.75,1,-1
0,2,23,9,249,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,2,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9,1,1,0,0,0.1,0.08,0,255,9,0.04,0.06,0,0,1,1,0,0,-1
0,2,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,15,1,1,0,0,0.05,0.06,0,255,6,0.02,0.08,0,0,1,1,0,0,-1
0,2,52,9,1125,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,255,102,0.4,0.04,0,0,0.18,0,0.02,0,1
0,3,12,9,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,1,0,0.17,255,242,0.95,0.01,0,0,0,0,0,0,1
0,2,20,9,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.02,0.01,0,0,0,0.84,0,1
0,2,23,9,332,6356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,1
0,3,12,9,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,4,3,0.75,0.5,0.25,0,0,0,0,0,1
0,2,23,9,209,1863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,2,23,9,224,1415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,48,48,1,0,0.02,0,0,0,0,0,1
0,2,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.4,0.38,0,0,0,0.38,1,-1
0,2,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,12,1,1,0,0,0.04,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,-1
0,1,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,179,0.7,0.01,0.7,0,0,0,0,0,-1
0,2,23,9,201,2435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,2,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,-1
0,2,23,9,371,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,1,0,0.25,29,231,1,0,0.03,0.21,0,0,0.1,0.78,1
0,1,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,154,0.6,0.01,0.6,0,0,0,0,0,-1
0,3,42,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0.01,0.02,0,255,10,0.04,0.02,0.04,0,0,0,0,0,-1
